tweet,Axial code by 1st coder,Axial code revisited by 1st coder,Axial Code by 2nd Coder,Reliability,Final code
 How if Paytm PhonePe_ JioCare open up portals accepting donations for the care of daily wagers and the donation be transferred directly to the all the police stations so that they can help the needy in whichever way possible COVID2019 coronavirusindia PMOIndia,DONATION,DONATION,Request,1,DONATION
 Covid19India coronavirusindia narendramodi nsitharamanoffc ChouhanShivraj vdsharmabjp GooglePayIndia PhonePe_ Paytm,NULL,NULL,,1,NULL
 Shopkeepers refuse to take payment from NPCI_BHIM PhonePe_ GooglePay Paytm while they accept it before LockdownNow at grocery shops in delhi What to do ArvindKejriwal AamAadmiParty aajtak ZeeNews coronavirusindia StayAtHomeSaveLives StayHomeStaySafe Corona,INCONVENIENCE,INCONVENIENCE,Complaint,1,INCONVENIENCE
 A Safer way to pay Use digital payments contactlesstransactions UPI Paytm AmazonPay PhonePe dilipasbe NPCI_NPCI UPI_NPCI UPIChalega Stay safe coronavirusindia,CONVENIENCE,CONVENIENCE,Help Covid-19,1,CONVENIENCE
 Before my exam my mom used to say haramkhor thoda Bahar bhi ghumliya KR Kya aalsiyo ki tarah phone pe laga reheta hai Or ab dekho  coronavirusindia COVID19india,NOT RELATED,NOT RELATED,,1,NOT RELATED
 Real corona for Indian market is vijayshekhar paytm FLIGHT Booking RBI RBI Please help me to get my payments from this chineseVirus Company_News_ Paytm is more dangerous to indian economy than coronavirusindia PhonePe_ makemytrip IndiGo6E FreeCharge MobiKwik,REQUEST,REQUEST,Request,1,REQUEST
 Biggest cheater Indian market is PayTM done fraud for may FLIGHT Booking RBI RBI Please help me to get my payments from this chineseVirus Company_News_ Paytm is more dangerous to indian economy than coronavirusindia PhonePe_ makemytrip IndiGo6E FreeCharge MobiKwik,FRAUD,FRAUD,Request,0,FRAUD
 PMOIndia npci_npci phonepe_ QuarantineAndChill coronavirusindia digitalpayments UPI COVID2019india PhonePe Indian,NULL,NULL,,1,NULL
 Use UPI payments like Bhim PhonePe PayTM   Stay away from cash transactions coronavirusindia,CONVENIENCE,CONVENIENCE,Request,1,CONVENIENCE
 Make every payments cashless just because of we will give notes to eachother and we will come in contact with coronavirusindia CoronavirusReachesDelhi CashAppWisdom Paytm PhonePe GooglePay Google Apple app twitterowytinder Trending,CONVENIENCE,CONVENIENCE,Request,1,CONVENIENCE
 PayTM had cheated and done fraud for may FLIGHT Booking RBI RBI Please help me to get my payments from this chineseVirus Company_News_ Paytm is more dangerous to indian economy than coronavirusindia PhonePe_ makemytrip IndiGo6E FreeCharge MobiKwik,COMPLAINT,COMPLAINT,,0,COMPLAINT
 coronavirusindia  PhonePe_ ,NULL,NULL,,1,NULL
 Ans is  INDvAUS yesbankcrisis PhonePe NoBank coronavirusindia quiz quote PMOIndia Flipkart BeingSalmanKhan SundayMotivation ZeeNewsHindi AAA grateindiansale,NULL,NULL,,1,NULL
 INDvAUS yesbankcrisis PhonePe NoBank coronavirusindia quiz quote PMOIndia Flipkart BeingSalmanKhan SundayMotivation ZeeNewsHindi AAA Join here contest like AAAAretweet join win smartphone and more gift free join win shop now-,NULL,NULL,,1,NULL
 UZE yesbankcrisis PhonePe NoBank coronavirusindia quiz quote PMOIndia Flipkart BeingSalmanKhan SundayMotivation ZeeNewsHindi AAA TanmayP00271087 MukeshTarar5 DrYBala1,NULL,NULL,,1,NULL
 coronavirusindia Hey I love the cashless way to pay with PhonePe ItAAAs instant safe you should try it too Transfer money recharge pay bills make payments with any QR code at stores do more in seconds Click here install PhonePe,APPRECIATION,APPRECIATION,Appreciation,1,APPRECIATION
 At this epidemic situation of COVID19india you want to shake hands with your rivals PaytmBank is their any strategy to go down your rival PhonePe_ coronavirusindia paytm PhonePe YesBankCollapse AAA,LOSS,LOSS,,0,LOSS
 yesbankcrisis PhonePe NoBank coronavirusindia quiz quote PMOIndia Flipkart BeingSalmanKhan SundayMotivation ZeeNewsHindi AAA Join here contest like retweet and join contest fast to win smartphone and more gift free join win shop now-,PUBLICITY,PUBLICITY,Help Covid-19,0,PUBLICITY
 coronavirusindia CoronavirusReachesDelhi WednesdayWisdom Ab couples bhi singles ki life jiynge  Bs phone pe hi janu shona krnge,NOT RELATED,NOT RELATED,,1,NOT RELATED
 Fight against Corona or isse Sarina Hmindia wale hai r proud to be n Indian so donate kro India pls donate PhonePe i4India PMCaresFunds NarendraModi covidindia,DONATION,DONATION,,0,DONATION
 It Time to stand For India Join i4 India Moment India PMCareFund covidindia,DONATION,DONATION,,0,DONATION
 PhonePe Phonepesupport covidindia PMCaresFund IndiaFightCorona PMCaresFund,DONATION,DONATION,,0,DONATION
 CovidIndia Covid19India Request out transactions hubs to enable donation links Paytm PhonePe_ NPCI_BHIM GooglePayIndia Also ensure digital adds PS-will open gates for all the comfortable section of society to help the masses of india WeWillWinTogether IHSgov PMOIndia,DONATION,DONATION,Request,1,DONATION
 Covid19India PhonePe,NULL,NULL,,1,NULL
 Covid19India phonepe_coranavirus_insurance zerocommision only156rs phonepe,HELP-COVID19,HELP-COVID19,,0,HELP-COVID19
 Covid19India PMCaresfund PhonePe i4India,NULL,NULL,,1,NULL
 It time to stand for india join i4india moment i4india PMcaresfund covid19india Great Initiative by PhonePe AAAA,DONATION,DONATION,Help Covid-19,1,DONATION
 It time to stand for india join i4india moment i4india PMcaresfund covid19india A Great initiative by PhonePe AAA,DONATION,DONATION,Help Covid-19,1,DONATION
 It time to stand for india join phone pe i4 india movement i4India phonepe PMCaresFund Covid19India AAA,DONATION,DONATION,Help Covid-19,1,DONATION
  Covid19India PMCaresfund PhonePe i4India,NULL,NULL,,1,NULL
  i4IndiaPMCaresFunds  PhonePe i4India Covid19India PMCaresfund,NULL,NULL,,1,NULL
 Abhishe28193504 AshishG23963087 DineshR42329569 manishrao89 Abhishek_T_Rewa DESH KE LIYE DONATION KARE Covid19India PMCaresfund PhonePe i4IndiaMovement,DONATION,DONATION,,0,DONATION
  i4India PMCaresFunds  PhonePe i4India Covid19India PMCaresFunds,NULL,NULL,,1,NULL
 i4India  PMCaresFunds  PhonePe i4India PMCareFund COVID19india,NULL,NULL,,1,NULL
 Donate to the PMCARES fund Covid19India PMCaresfund PhonePe i4India Plz Support PhonepePmcares,DONATION,DONATION,Donation,1,DONATION
 Covid19India PMCaresfund PhonePe i4India APNE DESH KE LIYE DONATE KARE APNE LIYE OR APNO KE LIYE DONATE KARE,DONATION,DONATION,Donation,1,DONATION
Covid19India PMCaresfund PhonePe i4India,NULL,NULL,,1,NULL
 Covid19India PMcaresfund Phonepe i4India,NULL,NULL,,1,NULL
  i4India  PMCaresFunds  PhonePe i4India Covid19India PMCaresFunds ,NULL,NULL,,1,NULL
 Desh k liye donet kare aap sabhi ka Yogdan ho phone pe k madhyam se pm modi ji Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,,0,DONATION
 I Support BeatCOVID19 Covid19India PMCARESFund PhonePe i4India abhishekkumar vikashpunia nitinkambooj,HELP-COVID19,HELP-COVID19,,0,HELP-COVID19
 Covid19India PMCaresfund PhonePe i4India AAA,NULL,NULL,Donation,0,DONATION
 Join i4India movement and ensure we contribute maximum to the PMCaresFunds Let fight with Covid19India To donate click here PhonePe,DONATION,DONATION,Donation,1,DONATION
 Contribute To PM cares fund And Your Part i4IndiaMovement phonepe PMCARESFund Covid19India,DONATION,DONATION,Donation,1,DONATION
 Covid19India PMCaresfund PhonePe i4India Plz support india,DONATION,DONATION,Donation,1,DONATION
 Donate karo India or itna share kro ki koi bhuka na rahe PhonePe i4India PMCaresFunds Narendermodi Covid19India AAA,DONATION,DONATION,Donation,1,DONATION
 covid19india PMCaresFunds Phonepe i4India AAA,DONATION,DONATION,Donation,1,DONATION
 I suuport i4India movement covid19india pmcarefund phonepe i4india Plz donate to pm care funds phonepe,DONATION,DONATION,Donation,1,DONATION
 We can win corona only with composition Please help the needy people in these tough times Rs is also OK Please donate on phonepe They will add for every donation that you make Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,Help Covid-19,1,DONATION
 Covid19India PMCaresFunds i4India phonepe,DONATION,DONATION,,0,DONATION
 Contribute to PM cares fund and do your part i4India PhonePe PMCaresFund Covid19India AAA,DONATION,DONATION,,0,DONATION
 covid19INDIA PMCARESFUND PHONEPE i4india,DONATION,DONATION,,0,DONATION
 Contribute to PM cares fund and do your part i4India PhonePe PMCaresFund Covid19India,DONATION,DONATION,Donation,1,DONATION
 join the phonepe i4India movement Covid19India please Donate to PMcares fund EveryRupeesCounts PMCareFund phon pe I4india,DONATION,DONATION,Donation,1,DONATION
 I soport I4India campan covid19india pmcaresfund phonepe I4india,DONATION,DONATION,,0,DONATION
 ItAAAs time to stand for India Join the i4India Movement and be there for your country AA Donate to the PMCARESFund and set this proudly as your profile When we stand together for India no fight is too big Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,Help Covid-19,1,DONATION
 Please donate to PM Cares fund Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,Donation,1,DONATION
 Covid19India PMCaresfund PhonePe i4India Plz Support Phonepesupporti4india,DONATION,DONATION,Donation,1,DONATION
 Please_donate_to_pm_care_fund Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,Donation,1,DONATION
 Spread Oneness AAAA Covid19India PMCaresfund PhonePe i4India AAA,DONATION,DONATION,Donation,1,DONATION
 It time to stand for india join phone pe i4 india movement i4India phonepe PMCaresFund Covid19India,DONATION,DONATION,Donation,1,DONATION
 I support i4india and thank you so much phone pe for this great countrtbution Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,Donation,1,DONATION
 phonepeIt time to stand for india join phone pe i4 india movement i4India phonepe PMCaresFund Covid19India AAA,DONATION,DONATION,Donation,1,DONATION
 I SUPPORT i4india Covid19India PMCaresFund PhonePe,DONATION,DONATION,Donation,1,DONATION
 India fight karo na   india donate karo na Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,Donation,1,DONATION
 Covid19India PMCaresfund PhonePe i4India Our small contribution can help the nation to fight against Corona,DONATION,DONATION,Donation,1,DONATION
 Abhishe28193504 Covid19India PMCaresfund PhonePe i4India,NULL,NULL,Donation,0,DONATION
 It time to stand for india join i4india moment i4india PMcaresfund covid19india,DONATION,DONATION,Donation,1,DONATION
 PMCaresFunds Covid19India i4India PhonePe AAA,NULL,NULL,Donation,0,DONATION
 Covid19India PMCaresFunds PhonePe i4India,NULL,NULL,Donation,0,DONATION
 PMCaresFunds i4India Covid19India PhonePe AAA,NULL,NULL,Donation,0,DONATION
 Covid19India PMCaresFund PhonePe i4India i am with my country to fight with this time I am with phonepe who is giving a big contribution to fight with this tipical time,DONATION,DONATION,Donation,1,DONATION
 ItAAAs time to stand for India Join the i4India Movement and be there for our country I stand for our nation and i will do my bit in our fight against Covid19India PhonePe PhonePe_ AAA,DONATION,DONATION,Donation,1,DONATION
 Covid19India PMCaresfund PhonePe i4India Donate here,DONATION,DONATION,Donation,1,DONATION
 It time to stand for india join i4india moment i4india PMcaresfund Covid19India,DONATION,DONATION,Help Covid-19,1,DONATION
 Go india i4India PhonePe Covid19India PMCaresFunds,DONATION,DONATION,Donation,1,DONATION
 It time to stand for India join PhonePe i4India movement PhonePe PMCaresFund Covid19India AAA,DONATION,DONATION,,0,DONATION
 Donate kro na India It time to stand for india join phone pe i4 india movement i4India phonepe PMCaresFund Covid19India AAA,DONATION,DONATION,Donation,1,DONATION
 Lets Donate It time to stand for india join phone pe i4 india movement i4India phonepe PMCaresFund Covid19India AAA,DONATION,DONATION,Donation,1,DONATION
 It time to stand for india please join i4india moment karte jaa india badhte ja India i4india phonepe PMCaresFunds Covid19India s 09AA AAA,DONATION,DONATION,Request,1,DONATION
 It time to stand for india join phone pe i4 india campaign i4India phonepe PMCaresFund Covid19India AAA,DONATION,DONATION,Request,1,DONATION
 I SUPPORT i4india Covid19India PMCaresFund Phonepe,DONATION,DONATION,Help Covid-19,1,DONATION
 India donate karo na   india fight karo na Covid19India PMCaresfund PhonePe i4India,DONATION,DONATION,Donation,1,DONATION
 Join the i India Movement PhonePe_ PMCaresFund DonateKaroNaIndia i4India Covid19India PhonePe,DONATION,DONATION,Donation,1,DONATION
 DonateKaroNaIndia eachrupeecounts COVID19Pandemic Covid19India PMCaresFund i4india PhonePe_ PMOIndia AAA,DONATION,DONATION,Donation,1,DONATION
 PMOIndia narendramodi NayantaraRai Donations for Covid19India are coming in frm all corners people thru Phonepe Wd just take Rs 4 per user to help this little girl get her life back DonateKaroNaIndia unite4AyushiSingh s 20AA AAA,DONATION,DONATION,Donation,1,DONATION
 Covid19India NarendermodiA AAA AA PhonePe Phonepesupport We have encountered a fake account which looks similar to the PMCares   we request phonepe to block this fake account and revert back tranfer the money from this fake account to the real pmcare account if possible,FRAUD,FRAUD,Fraud Alert,1,FRAUD
 Hi I am donors across India Hallo i donats pmcars sbi via phonepe Because i protect Covid19India UPI DontekaroNaIndia AAA,DONATION,DONATION,Donation,1,DONATION
 Come on India Let fight the corona viruses together narendramodi PMOIndia PhonePe DonateKaroNa DigitalIndia digitalpayment pmcares covid19india FightAgainstCoronavirus,DONATION,DONATION,Donation,1,DONATION
 Hi all Whoever are interested can donate for this noble cause to help fight Covid19India Lets not forget We are humans first its our duty to help the needy ones let support our govt U cn donate as little as Via PhonePe Paytm Gpay CoronaUpdate PMCARES AAA,DONATION,DONATION,Donation,1,DONATION
 Can you start campaign for pandemic Covid19India on your platform using state wise So it will be better help for daily wages and poor people PhonePe_ GooglePayIndia sardesairajdeep anjanaomkashyap,HELP-COVID19,HELP-COVID19,Help Covid-19,1,HELP-COVID19
 Stay away from Covid19India go cashless even do n t use debit credit cards as it stays on plastic use ewallet like paytm PhonePe etc digitalindia,HELP-COVID19,HELP-COVID19,Request,1,HELP-COVID19
AA online Donation Link PhonePe PaytmDovid19India SureshChavhanke SudarshanNewsTV,DONATION,DONATION,Donation,1,DONATION
 We are not getting even network How we can use data here and how we can to call to ambulance for emergency Covid19India,COMPLAINT,COMPLAINT,,0,COMPLAINT
 Paytm Paytmcare GooglePayIndia NPCI_BHIM PhonePe_ Time to show the people that you care Remove all service charges on money transfer and loading to the wallet as you have a contactless transaction method Safest means of payment- scan and pay Covid19India,REQUEST,REQUEST,Request,1,REQUEST
 We been fed up n making fun of the caller tune msg   but it has helped a lot Recently tried to talk to the cleaning lady to make sure she washes her hands thoroughly before working and she said she was aware Didi abhi toh phone pe bhi bataate hain roz   COVID19india AAA,NOT RELATED,NOT RELATED,,1,NOT RELATED
 Good Morning goodmorning prakashkumar cheltenham2020 coronavirusinindia Corona COVID19india PSL2020 PhonePe AmitShah PMModi,NULL,NULL,,1,NULL
 My local vegetables vendor refused to accept cash He said you cant be to careful with the CoronavirusOutbreak Asked me to pay via GooglePay or PhonePe_ ,CONVENIENCE,CONVENIENCE,Complaint,0,CONVENIENCE
 HelpDeskForCoronavirus PhonePe_ PhonePe100CrorePledge PMCARES CoronavirusOutbreak AAA,HELP-COVID19,HELP-COVID19,Donation,1,HELP-COVID19
 We are asking every Indian to unite together and donate even if it just Re to the PM CARES Fund AAA Sameer Nigam Founder and CEO of PhonePe HelpDeskForCoronavirus PhonePe_ PhonePe100CrorePledge PMCARES CoronavirusOutbreak AAA,DONATION,DONATION,Donation,1,DONATION
 phonepe  PMCaresFunds CoronavirusOutbreak Corona,DONATION,DONATION,Donation,1,DONATION
 Greetings from fipi_pdpu The entire world is undergoing a crisis of the CoronavirusOutbreak Let fight together and raise a fund for Homeless and Daily Wage Labours  here  ybl paytm Funds are accepted in PAYTM PHONEPE and GPAY,HELP-COVID19,HELP-COVID19,Help Covid-19,1,HELP-COVID19
 I request GooglePay Paytm PhonePe_ to provide PMReliefFund link on the application so that people can donate their CoronavirusOutbreak PMOfIndia abhi_thakur3271 myogiadityanath,REQUEST,REQUEST,Request,1,REQUEST
 COVID2019india coronaupdatesindia CoronavirusOutbreak CoronaUpdate CoronaLockdown CoronaChainScare PMOfIndia AkshayKumar PMReliefFund PMCaresFund Kejriwal_Is_A_Sanke Kejriwal AntiBihariKejriwal PhonePe AAA,NULL,NULL,Donation,0,DONATION
